city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T4,1x,140.0,S3_Lin4,cross_regime,M_stress,800,True,1,729.2,444.2,0.0,0.3908,1.0
City-A,T4,1x,140.0,S4_GlobalCalib,routine,M_routine,800,True,1,673.0,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,673.0,444.2,0.0,0.3399,1.0
City-A,T4,1x,140.0,S5_CityCalib,routine,M_routine,800,True,1,674.9,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S5_CityCalib,cross_regime,M_stress,800,True,1,674.9,444.2,0.0,0.3418,1.0
City-A,T4,1x,140.0,S6_Q10,routine,M_routine,800,True,1,665.7,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S6_Q10,cross_regime,M_stress,800,True,1,665.7,444.2,0.0,0.3327,1.0
City-A,T4,2x,280.0,S0a_RoutineOracle,routine,M_routine,800,True,1,680.7,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,680.7,444.2,0.0,0.3474,1.0
City-A,T4,2x,280.0,S0b_StressOracle,routine,M_routine,800,True,1,444.2,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,444.2,444.2,0.0,0.0,1.0
City-A,T4,2x,280.0,S1_CapRR,routine,M_routine,800,True,1,678.2,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,444.2,0.0,0.345,1.0
City-A,T4,2x,280.0,S2_Platform,routine,M_routine,800,True,1,299.2,553.2,0.0,0.0,1.0
City-A,T4,2x,280.0,S2_Platform,cross_regime,M_stress,800,True,1,299.2,403.1,0.0,0.0,1.0
City-A,T4,2x,280.0,S3_Lin4,routine,M_routine,800,True,1,729.2,680.7,0.0,0.0665,1.0
City-A,T4,2x,280.0,S3_Lin4,cross_regime,M_stress,800,True,1,729.2,444.2,0.0,0.3908,1.0
City-A,T4,2x,280.0,S4_GlobalCalib,routine,M_routine,800,True,1,673.0,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,673.0,444.2,0.0,0.3399,1.0
City-A,T4,2x,280.0,S5_CityCalib,routine,M_routine,800,True,1,674.9,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S5_CityCalib,cross_regime,M_stress,800,True,1,674.9,444.2,0.0,0.3418,1.0
City-A,T4,2x,280.0,S6_Q10,routine,M_routine,800,True,1,665.7,680.7,0.0,0.0,1.0
City-A,T4,2x,280.0,S6_Q10,cross_regime,M_stress,800,True,1,665.7,444.2,0.0,0.3327,1.0
City-A,T4,5x,700.0,S0a_RoutineOracle,routine,M_routine,800,True,2,1278.5,1278.5,0.0,0.0,1.0
City-A,T4,5x,700.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,2,1278.5,835.5,0.0,0.3465,1.0
