seed_id,city,task_id,strategy,success,n_selected,p_commit,p_deliv,shortfall,ocr,unused_deliv,pool_fraction
1,City-A,T3,Q10,1.0,4,1001.5397226618604,1383.2796800323742,0.0,0.0,383.27968003237424,0.005
1,City-A,T3,Q20,1.0,4,1161.812970619762,1383.2796800323742,0.0,0.0,383.27968003237424,0.005
1,City-A,T3,Q30,1.0,4,1282.4135425384045,1383.2796800323742,0.0,0.0,383.27968003237424,0.005
1,City-A,T4,S1_CapRR,1.0,2,1293.3561519999998,860.9025651681188,0.0,0.33436543071539127,160.90256516811883,0.0025
1,City-A,T4,S4_GlobalCalib,1.0,2,853.7431991790315,860.9025651681188,0.0,0.0,160.90256516811883,0.0025
1,City-A,T4,S7_Isotonic,1.0,2,897.9735735390761,860.9025651681188,0.0,0.041282961395905864,160.90256516811883,0.0025
1,City-A,T4,S8_ConformalLCB,1.0,2,751.0336801156247,860.9025651681188,0.0,0.0,160.90256516811883,0.0025
1,City-A,T4,Q05,1.0,3,758.224338461243,1308.4172410851982,0.0,0.0,608.4172410851982,0.00375
1,City-A,T4,Q10,1.0,3,867.2569355491107,1308.4172410851982,0.0,0.0,608.4172410851982,0.00375
1,City-A,T4,Q20,1.0,3,1006.643480827152,1308.4172410851982,0.0,0.0,608.4172410851982,0.00375
1,City-A,T4,Q30,1.0,2,758.008806169219,860.9025651681188,0.0,0.0,160.90256516811883,0.0025
1,City-A,T5,S1_CapRR,0.0,2,1138.1160166,779.3778344532905,20.62216554670954,0.31520352663026524,0.0,0.0025
1,City-A,T5,S4_GlobalCalib,1.0,3,1101.0195195282365,1129.7843886669602,0.0,0.0,329.78438866696024,0.00375
1,City-A,T5,S7_Isotonic,1.0,3,1099.3720218019157,1129.7843886669602,0.0,0.0,329.78438866696024,0.00375
1,City-A,T5,S8_ConformalLCB,1.0,3,947.3820087205656,1129.7843886669602,0.0,0.0,329.78438866696024,0.00375
1,City-A,T5,Q05,1.0,4,878.6460256286957,1458.892579274082,0.0,0.0,658.892579274082,0.005
1,City-A,T5,Q10,1.0,4,1002.3391899790727,1458.892579274082,0.0,0.0,658.892579274082,0.005
